"Directory","File","Pages"
"/Users/Haqiq001/Library/CloudStorage/OneDrive-Personal/UU/uu-vault/Zotero-library/PDFs/Durbin","durbin_2012_TimeSeriesAnalysis.pdf",369
"/Users/Haqiq001/Library/CloudStorage/OneDrive-Personal/UU/uu-vault/Zotero-library/PDFs/Dutilleul","dutilleul_2024_TwoTestsSignificance.pdf",22
"/Users/Haqiq001/Library/CloudStorage/OneDrive-Personal/UU/uu-vault/Zotero-library/PDFs/Dwork","dwork_2013_AlgorithmicFoundationsDifferential.pdf",281
"/Users/Haqiq001/Library/CloudStorage/OneDrive-Personal/UU/uu-vault/Zotero-library/PDFs/Dziak","dziak_2020_SensitivitySpecificityInformation.pdf",13
"/Users/Haqiq001/Library/CloudStorage/OneDrive-Personal/UU/uu-vault/Zotero-library/PDFs/Eaton","eaton_2023_ReviewApproachesModels.pdf",15
"/Users/Haqiq001/Library/CloudStorage/OneDrive-Personal/UU/uu-vault/Zotero-library/PDFs/Ebner-Priemer","ebner-priemer_2015_UnravelingAffectiveDysregulation.pdf",13
"/Users/Haqiq001/Library/CloudStorage/OneDrive-Personal/UU/uu-vault/Zotero-library/PDFs/Eckhardt","eckhardt_2013_ParadoxesProbabilityTheory.pdf",84
"/Users/Haqiq001/Library/CloudStorage/OneDrive-Personal/UU/uu-vault/Zotero-library/PDFs/Eickmeier","eickmeier_2006_HowGoodAre.pdf",60
"/Users/Haqiq001/Library/CloudStorage/OneDrive-Personal/UU/uu-vault/Zotero-library/PDFs/Eid","eid_1999_YouFeelBetter.pdf",24
"/Users/Haqiq001/Library/CloudStorage/OneDrive-Personal/UU/uu-vault/Zotero-library/PDFs/Eisele","eisele_2021_AffectiveStructureMeasurement.pdf",11
"/Users/Haqiq001/Library/CloudStorage/OneDrive-Personal/UU/uu-vault/Zotero-library/PDFs/Ekstrøm","ekstrom_2016_Primer.pdf",427
"/Users/Haqiq001/Library/CloudStorage/OneDrive-Personal/UU/uu-vault/Zotero-library/PDFs/Else-Quest","else-quest_2021_PsychologyWomenGender.pdf",790
"/Users/Haqiq001/Library/CloudStorage/OneDrive-Personal/UU/uu-vault/Zotero-library/PDFs/Elwert","elwert_2014_EndogenousSelectionBias.pdf",26
"/Users/Haqiq001/Library/CloudStorage/OneDrive-Personal/UU/uu-vault/Zotero-library/PDFs/Emerson","emerson_1982_ExploratoryMethodsChoosing.pdf",7
"/Users/Haqiq001/Library/CloudStorage/OneDrive-Personal/UU/uu-vault/Zotero-library/PDFs/Emerson","emerson_1983_MathematicalAspectsTransformation.pdf",36
"/Users/Haqiq001/Library/CloudStorage/OneDrive-Personal/UU/uu-vault/Zotero-library/PDFs/Emiliano","emiliano_2014_InformationCriteriaHow.pdf",13
"/Users/Haqiq001/Library/CloudStorage/OneDrive-Personal/UU/uu-vault/Zotero-library/PDFs/Enders","enders_2014_AppliedEconometricTime.pdf",497
"/Users/Haqiq001/Library/CloudStorage/OneDrive-Personal/UU/uu-vault/Zotero-library/PDFs/Engmann","engmann_2021_CircadianClockBrain.pdf",193
"/Users/Haqiq001/Library/CloudStorage/OneDrive-Personal/UU/uu-vault/Zotero-library/PDFs/Epskamp","epskamp_2018_GaussianGraphicalModel.pdf",28
"/Users/Haqiq001/Library/CloudStorage/OneDrive-Personal/UU/uu-vault/Zotero-library/PDFs/Epskamp","epskamp_2020_PsychometricNetworkModelsa.pdf",26
"/Users/Haqiq001/Library/CloudStorage/OneDrive-Personal/UU/uu-vault/Zotero-library/PDFs/Eronen","eronen_2020_CausalDiscoveryProblem.pdf",8
"/Users/Haqiq001/Library/CloudStorage/OneDrive-Personal/UU/uu-vault/Zotero-library/PDFs/Eronen","eronen_2021_LevelsProblemPsychopathology.pdf",7
"/Users/Haqiq001/Library/CloudStorage/OneDrive-Personal/UU/uu-vault/Zotero-library/PDFs/Esaki","esaki_2021_AssociationCircadianActivity.pdf",8
"/Users/Haqiq001/Library/CloudStorage/OneDrive-Personal/UU/uu-vault/Zotero-library/PDFs/Eubank","eubank_2012_StatisticalComputing.pdf",553
"/Users/Haqiq001/Library/CloudStorage/OneDrive-Personal/UU/uu-vault/Zotero-library/PDFs/Evers","evers_2010_DutchReviewProcess.pdf",23
"/Users/Haqiq001/Library/CloudStorage/OneDrive-Personal/UU/uu-vault/Zotero-library/PDFs/Falcaro","falcaro_2013_AnalysingCensoredLongitudinal.pdf",16
"/Users/Haqiq001/Library/CloudStorage/OneDrive-Personal/UU/uu-vault/Zotero-library/PDFs/Fan","fan_2003_NonlinearTimeSeries.pdf",569
"/Users/Haqiq001/Library/CloudStorage/OneDrive-Personal/UU/uu-vault/Zotero-library/PDFs/Fang","fang_2021_CombinedCortisolMelatonin.pdf",13
"/Users/Haqiq001/Library/CloudStorage/OneDrive-Personal/UU/uu-vault/Zotero-library/PDFs/Fay","fay_2021_EngineeringProductiongradeShiny.pdf",399
"/Users/Haqiq001/Library/CloudStorage/OneDrive-Personal/UU/uu-vault/Zotero-library/PDFs/Fayers","fayers_2007_ApplyingItemResponse.pdf",8
"/Users/Haqiq001/Library/CloudStorage/OneDrive-Personal/UU/uu-vault/Zotero-library/PDFs/Fedewa","fedewa_2015_ChildrenAdolescentsSameGender.pdf",35
"/Users/Haqiq001/Library/CloudStorage/OneDrive-Personal/UU/uu-vault/Zotero-library/PDFs/Feigenbaum","feigenbaum_1978_QuantitativeUniversalityClass.pdf",28
"/Users/Haqiq001/Library/CloudStorage/OneDrive-Personal/UU/uu-vault/Zotero-library/PDFs/Feldman","feldman_1995_ValenceFocusArousal.pdf",14
"/Users/Haqiq001/Library/CloudStorage/OneDrive-Personal/UU/uu-vault/Zotero-library/PDFs/Feller","feller_1945_NormalApproximationBinomial.pdf",12
"/Users/Haqiq001/Library/CloudStorage/OneDrive-Personal/UU/uu-vault/Zotero-library/PDFs/Fernández-Durán","fernandez-duran_2004_CircularDistributionsBased.pdf",5
"/Users/Haqiq001/Library/CloudStorage/OneDrive-Personal/UU/uu-vault/Zotero-library/PDFs/Fernández-Durán","fernandez-duran_2007_ModelsCircularLinear.pdf",7
"/Users/Haqiq001/Library/CloudStorage/OneDrive-Personal/UU/uu-vault/Zotero-library/PDFs/Fernández-Durán","fernandez-duran_2016_CircNNTSRPackageStatistical.pdf",19
"/Users/Haqiq001/Library/CloudStorage/OneDrive-Personal/UU/uu-vault/Zotero-library/PDFs/Fernandez","fernandez_1990_GammaAutoregressiveModels.pdf",12
"/Users/Haqiq001/Library/CloudStorage/OneDrive-Personal/UU/uu-vault/Zotero-library/PDFs/Fernández","fernandez_2002_MarkovApproximationsChains.pdf",12
"/Users/Haqiq001/Library/CloudStorage/OneDrive-Personal/UU/uu-vault/Zotero-library/PDFs/Ferrao Barbosa","ferraobarbosa_2000_DiscreteResponseMultilevel.pdf",8
"/Users/Haqiq001/Library/CloudStorage/OneDrive-Personal/UU/uu-vault/Zotero-library/PDFs/Ferrer","ferrer_2012_AnalyzingDynamicsAffective.pdf",37
"/Users/Haqiq001/Library/CloudStorage/OneDrive-Personal/UU/uu-vault/Zotero-library/PDFs/Finch","finch_2019_MultilevelModelingUsing.pdf",226
"/Users/Haqiq001/Library/CloudStorage/OneDrive-Personal/UU/uu-vault/Zotero-library/PDFs/Fine","fine_1998_HierarchicalHiddenMarkov.pdf",22
"/Users/Haqiq001/Library/CloudStorage/OneDrive-Personal/UU/uu-vault/Zotero-library/PDFs/Fischer","fischer_2016_NovelMethodVisualise.pdf",10
"/Users/Haqiq001/Library/CloudStorage/OneDrive-Personal/UU/uu-vault/Zotero-library/PDFs/Fisher","fisher_1983_CorrelationCoefficientCircular.pdf",7
"/Users/Haqiq001/Library/CloudStorage/OneDrive-Personal/UU/uu-vault/Zotero-library/PDFs/Fisher","fisher_1992_RegressionModelsAngular.pdf",13
"/Users/Haqiq001/Library/CloudStorage/OneDrive-Personal/UU/uu-vault/Zotero-library/PDFs/Fisher","fisher_1993_StatisticalAnalysisSpherical.pdf",343
"/Users/Haqiq001/Library/CloudStorage/OneDrive-Personal/UU/uu-vault/Zotero-library/PDFs/Fisher","fisher_1994_TimeSeriesAnalysis.pdf",13
"/Users/Haqiq001/Library/CloudStorage/OneDrive-Personal/UU/uu-vault/Zotero-library/PDFs/Fisher","fisher_1995_StatisticalAnalysisCircular.pdf",293
"/Users/Haqiq001/Library/CloudStorage/OneDrive-Personal/UU/uu-vault/Zotero-library/PDFs/Fisher","fisher_1997_DispersionSphere.pdf",11
"/Users/Haqiq001/Library/CloudStorage/OneDrive-Personal/UU/uu-vault/Zotero-library/PDFs/Fisher","fisher_2018_LackGrouptoindividualGeneralizability.pdf",10
"/Users/Haqiq001/Library/CloudStorage/OneDrive-Personal/UU/uu-vault/Zotero-library/PDFs/Fitzgerald","fitzgerald_1992_AnalysisDynamicPsychological.pdf",407
"/Users/Haqiq001/Library/CloudStorage/OneDrive-Personal/UU/uu-vault/Zotero-library/PDFs/Flury","flury_1999_PERIODICLOGISTICREGRESSION.pdf",7
"/Users/Haqiq001/Library/CloudStorage/OneDrive-Personal/UU/uu-vault/Zotero-library/PDFs/Fokianos","fokianos_2003_RegressionTheoryCategorical.pdf",20
"/Users/Haqiq001/Library/CloudStorage/OneDrive-Personal/UU/uu-vault/Zotero-library/PDFs/Fokianos","fokianos_2015_StatisticalAnalysisCount.pdf",25
"/Users/Haqiq001/Library/CloudStorage/OneDrive-Personal/UU/uu-vault/Zotero-library/PDFs/Fokianos","fokianos_2021_MultivariateCountTime.pdf",37
"/Users/Haqiq001/Library/CloudStorage/OneDrive-Personal/UU/uu-vault/Zotero-library/PDFs/Fokianos","fokianos_2022_StatisticalAnalysisMultivariate.pdf",15
"/Users/Haqiq001/Library/CloudStorage/OneDrive-Personal/UU/uu-vault/Zotero-library/PDFs/Forbes","forbes_2017_EvidenceThatPsychopathology.pdf",20
"/Users/Haqiq001/Library/CloudStorage/OneDrive-Personal/UU/uu-vault/Zotero-library/PDFs/Forbes","forbes_2017_FurtherEvidenceThat.pdf",12
"/Users/Haqiq001/Library/CloudStorage/OneDrive-Personal/UU/uu-vault/Zotero-library/PDFs/Forbes","forbes_2019_QuantifyingReliabilityReplicability.pdf",20
"/Users/Haqiq001/Library/CloudStorage/OneDrive-Personal/UU/uu-vault/Zotero-library/PDFs/Fossion","fossion_2017_MultiscaleAdaptiveAnalysis.pdf",21
"/Users/Haqiq001/Library/CloudStorage/OneDrive-Personal/UU/uu-vault/Zotero-library/PDFs/Francis","francis_2021_EarlyBirdsShare.pdf",9
"/Users/Haqiq001/Library/CloudStorage/OneDrive-Personal/UU/uu-vault/Zotero-library/PDFs/Frick","frick_2024_EffectTimeDay.pdf",19
"/Users/Haqiq001/Library/CloudStorage/OneDrive-Personal/UU/uu-vault/Zotero-library/PDFs/Fried","fried_2014_ImpactIndividualDepressive.pdf",7
"/Users/Haqiq001/Library/CloudStorage/OneDrive-Personal/UU/uu-vault/Zotero-library/PDFs/Fried","fried_2016_MeasuringDepressionTime.pdf",14
"/Users/Haqiq001/Library/CloudStorage/OneDrive-Personal/UU/uu-vault/Zotero-library/PDFs/Fried","fried_2016_MeasuringDepressionTimea.pdf",41
"/Users/Haqiq001/Library/CloudStorage/OneDrive-Personal/UU/uu-vault/Zotero-library/PDFs/Frijda","frijda_1988_LawsEmotion.pdf",10
"/Users/Haqiq001/Library/CloudStorage/OneDrive-Personal/UU/uu-vault/Zotero-library/PDFs/Frijda","frijda_1992_EmpiricalStatusLaws.pdf",12
"/Users/Haqiq001/Library/CloudStorage/OneDrive-Personal/UU/uu-vault/Zotero-library/PDFs/Fritz","fritz_2023_YouWantESM.pdf",65
"/Users/Haqiq001/Library/CloudStorage/OneDrive-Personal/UU/uu-vault/Zotero-library/PDFs/Frühwirth-Schnatter","fruhwirth-schnatter_1995_BayesianModelDiscrimination.pdf",10
"/Users/Haqiq001/Library/CloudStorage/OneDrive-Personal/UU/uu-vault/Zotero-library/PDFs/Fulford","fulford_2013_OxfordHandbookPhilosophy.pdf",0
"/Users/Haqiq001/Library/CloudStorage/OneDrive-Personal/UU/uu-vault/Zotero-library/PDFs/Fung","fung_2010_IntroductionPrivacyPreservingData.pdf",355
"/Users/Haqiq001/Library/CloudStorage/OneDrive-Personal/UU/uu-vault/Zotero-library/PDFs/Fung","fung_2010_PrivacypreservingDataPublishing.pdf",144
"/Users/Haqiq001/Library/CloudStorage/OneDrive-Personal/UU/uu-vault/Zotero-library/PDFs/Gabriel","gabriel_2019_ExperienceSamplingMethods.pdf",38
"/Users/Haqiq001/Library/CloudStorage/OneDrive-Personal/UU/uu-vault/Zotero-library/PDFs/Gabry","gabry_2019_VisualizationBayesianWorkflow.pdf",14
"/Users/Haqiq001/Library/CloudStorage/OneDrive-Personal/UU/uu-vault/Zotero-library/PDFs/Gadrich","gadrich_2015_AssessingVariationUnifying.pdf",23
"/Users/Haqiq001/Library/CloudStorage/OneDrive-Personal/UU/uu-vault/Zotero-library/PDFs/Gale","gale_2019_StateSparsityDeep.pdf",15
"/Users/Haqiq001/Library/CloudStorage/OneDrive-Personal/UU/uu-vault/Zotero-library/PDFs/Galima","galima_2020_SeasonalAffectiveDisorder.pdf",5
"/Users/Haqiq001/Library/CloudStorage/OneDrive-Personal/UU/uu-vault/Zotero-library/PDFs/Gamper","gamper_2019_PatientsConsiderComputeradaptive.pdf",8
"/Users/Haqiq001/Library/CloudStorage/OneDrive-Personal/UU/uu-vault/Zotero-library/PDFs/Gan","gan_2020_UtilityDrivenDataAnalytics.pdf",13
"/Users/Haqiq001/Library/CloudStorage/OneDrive-Personal/UU/uu-vault/Zotero-library/PDFs/Gardner","gardner_1980_Algorithm154Algorithm.pdf",12
"/Users/Haqiq001/Library/CloudStorage/OneDrive-Personal/UU/uu-vault/Zotero-library/PDFs/Gasper","gasper_2021_MakingRoomNeutral.pdf",19
"/Users/Haqiq001/Library/CloudStorage/OneDrive-Personal/UU/uu-vault/Zotero-library/PDFs/Gasper","gasper_2023_CaseNeutralityWhy.pdf",5
"/Users/Haqiq001/Library/CloudStorage/OneDrive-Personal/UU/uu-vault/Zotero-library/PDFs/Gatto","gatto_2022_InformationTheoreticResults.pdf",23
"/Users/Haqiq001/Library/CloudStorage/OneDrive-Personal/UU/uu-vault/Zotero-library/PDFs/Gaver","gaver_1980_FirstOrderAutoregressiveGamma.pdf",19
"/Users/Haqiq001/Library/CloudStorage/OneDrive-Personal/UU/uu-vault/Zotero-library/PDFs/Gaver","gaver_1980_FirstOrderAutoregressiveGammaa.pdf",20
"/Users/Haqiq001/Library/CloudStorage/OneDrive-Personal/UU/uu-vault/Zotero-library/PDFs/Geisinger","geisinger_2013_APAHandbookTestingV1.pdf",742
"/Users/Haqiq001/Library/CloudStorage/OneDrive-Personal/UU/uu-vault/Zotero-library/PDFs/Geisinger","geisinger_2013_APAHandbookTestingV2.pdf",615
"/Users/Haqiq001/Library/CloudStorage/OneDrive-Personal/UU/uu-vault/Zotero-library/PDFs/Geisinger","geisinger_2013_APAHandbookTestingV3.pdf",702
"/Users/Haqiq001/Library/CloudStorage/OneDrive-Personal/UU/uu-vault/Zotero-library/PDFs/Gelfand","gelfand_1994_BayesianModelChoice.pdf",14
"/Users/Haqiq001/Library/CloudStorage/OneDrive-Personal/UU/uu-vault/Zotero-library/PDFs/Gelfert","gelfert_2016_HowScienceModels.pdf",144
"/Users/Haqiq001/Library/CloudStorage/OneDrive-Personal/UU/uu-vault/Zotero-library/PDFs/Gelman","gelman_2009_BayesJeffreysPrior.pdf",3
"/Users/Haqiq001/Library/CloudStorage/OneDrive-Personal/UU/uu-vault/Zotero-library/PDFs/Gelman","gelman_2017_PriorCanOften.pdf",13
"/Users/Haqiq001/Library/CloudStorage/OneDrive-Personal/UU/uu-vault/Zotero-library/PDFs/Gelman","gelman_2021_RegressionOtherStories.pdf",552
"/Users/Haqiq001/Library/CloudStorage/OneDrive-Personal/UU/uu-vault/Zotero-library/PDFs/Gentle","gentle_2012_HandbookComputationalStatistics.pdf",1179
"/Users/Haqiq001/Library/CloudStorage/OneDrive-Personal/UU/uu-vault/Zotero-library/PDFs/George","george_2006_SemiparametricBayesianModel.pdf",14
"/Users/Haqiq001/Library/CloudStorage/OneDrive-Personal/UU/uu-vault/Zotero-library/PDFs/Géron","geron_2022_HandsMachineLearningScikitLearn.pdf",1351
"/Users/Haqiq001/Library/CloudStorage/OneDrive-Personal/UU/uu-vault/Zotero-library/PDFs/Geschwind","geschwind_2011_MindfulnessTrainingIncreases.pdf",11
"/Users/Haqiq001/Library/CloudStorage/OneDrive-Personal/UU/uu-vault/Zotero-library/PDFs/Geyer","geyer_2012_MarkovChains.pdf",35
"/Users/Haqiq001/Library/CloudStorage/OneDrive-Personal/UU/uu-vault/Zotero-library/PDFs/Geyer","geyer_2012_StationaryStochasticProcesses.pdf",11
"/Users/Haqiq001/Library/CloudStorage/OneDrive-Personal/UU/uu-vault/Zotero-library/PDFs/Gigerenzer","gigerenzer_2009_RandomizedControlledTrials.pdf",8
"/Users/Haqiq001/Library/CloudStorage/OneDrive-Personal/UU/uu-vault/Zotero-library/PDFs/Gill","gill_2010_CircularDataPolitical.pdf",21
"/Users/Haqiq001/Library/CloudStorage/OneDrive-Personal/UU/uu-vault/Zotero-library/PDFs/Gin","gin_2019_DyadicIRTModel.pdf",35
"/Users/Haqiq001/Library/CloudStorage/OneDrive-Personal/UU/uu-vault/Zotero-library/PDFs/Giovanni","giovanni_2010_MultiDimensionalGaussianFluctuations.pdf",41
"/Users/Haqiq001/Library/CloudStorage/OneDrive-Personal/UU/uu-vault/Zotero-library/PDFs/Girard","girard_2001_BayesianAnalysisAutocorrelated.pdf",13
"/Users/Haqiq001/Library/CloudStorage/OneDrive-Personal/UU/uu-vault/Zotero-library/PDFs/Glymour","glymour_2019_ReviewCausalDiscovery.pdf",15
"/Users/Haqiq001/Library/CloudStorage/OneDrive-Personal/UU/uu-vault/Zotero-library/PDFs/Gnambs","gnambs_2021_DayWeekEffect.pdf",10
"/Users/Haqiq001/Library/CloudStorage/OneDrive-Personal/UU/uu-vault/Zotero-library/PDFs/Gnocchi","gnocchi_2017_CircadianRhythmsHormonal.pdf",20
"/Users/Haqiq001/Library/CloudStorage/OneDrive-Personal/UU/uu-vault/Zotero-library/PDFs/Gochmann","gochmann_2022_DiaryStudiesDoubleedged.pdf",15
"/Users/Haqiq001/Library/CloudStorage/OneDrive-Personal/UU/uu-vault/Zotero-library/PDFs/Goetghebeur","goetghebeur_2020_FormulatingCausalQuestions.pdf",27
"/Users/Haqiq001/Library/CloudStorage/OneDrive-Personal/UU/uu-vault/Zotero-library/PDFs/Gold","gold_2019_TreatingCircadianRhythm.pdf",8
"/Users/Haqiq001/Library/CloudStorage/OneDrive-Personal/UU/uu-vault/Zotero-library/PDFs/Goldberg","goldberg_2000_PlatoAristotleCategorical.pdf",6
"/Users/Haqiq001/Library/CloudStorage/OneDrive-Personal/UU/uu-vault/Zotero-library/PDFs/Golder","golder_2011_DiurnalSeasonalMood.pdf",5
"/Users/Haqiq001/Library/CloudStorage/OneDrive-Personal/UU/uu-vault/Zotero-library/PDFs/Goldfinch","goldfinch_2015_RethinkingEvolutionaryPsychology.pdf",228
"/Users/Haqiq001/Library/CloudStorage/OneDrive-Personal/UU/uu-vault/Zotero-library/PDFs/Gondhalekar","gondhalekar_2003_BlueMondayHypothesisEvidence.pdf",18
"/Users/Haqiq001/Library/CloudStorage/OneDrive-Personal/UU/uu-vault/Zotero-library/PDFs/Gondhalekar","gondhalekar_2004_BlueMondayHypothesis.pdf",25
"/Users/Haqiq001/Library/CloudStorage/OneDrive-Personal/UU/uu-vault/Zotero-library/PDFs/González Chapela","gonzalezchapela_2022_DailyRhythmData.pdf",51
"/Users/Haqiq001/Library/CloudStorage/OneDrive-Personal/UU/uu-vault/Zotero-library/PDFs/González","gonzalez_2017_ApplyingTestEquating.pdf",217
"/Users/Haqiq001/Library/CloudStorage/OneDrive-Personal/UU/uu-vault/Zotero-library/PDFs/Goodwin","goodwin__UnderstandingCorrelationFactors.pdf",18
"/Users/Haqiq001/Library/CloudStorage/OneDrive-Personal/UU/uu-vault/Zotero-library/PDFs/Gorissen","gorissen_2015_PracticalGuideRobust.pdf",29
"/Users/Haqiq001/Library/CloudStorage/OneDrive-Personal/UU/uu-vault/Zotero-library/PDFs/Gottman","gottman_1969_DesignAnalysisResearch.pdf",8
"/Users/Haqiq001/Library/CloudStorage/OneDrive-Personal/UU/uu-vault/Zotero-library/PDFs/Gottman","gottman_1981_TimeseriesAnalysisComprehensive.pdf",424
"/Users/Haqiq001/Library/CloudStorage/OneDrive-Personal/UU/uu-vault/Zotero-library/PDFs/Gottman","gottman_2002_GeneralSystemsTheory.pdf",15
"/Users/Haqiq001/Library/CloudStorage/OneDrive-Personal/UU/uu-vault/Zotero-library/PDFs/Gotz","gotz__GoldilocksZoneToo.pdf",20
"/Users/Haqiq001/Library/CloudStorage/OneDrive-Personal/UU/uu-vault/Zotero-library/PDFs/Gourieroux","gourieroux_1997_TimeSeriesDynamic.pdf",685
"/Users/Haqiq001/Library/CloudStorage/OneDrive-Personal/UU/uu-vault/Zotero-library/PDFs/Gouveia","gouveia_2018_FullARMAModel.pdf",20
"/Users/Haqiq001/Library/CloudStorage/OneDrive-Personal/UU/uu-vault/Zotero-library/PDFs/Govindarajulu","govindarajulu_1965_NormalApproximationsClassical.pdf",31
"/Users/Haqiq001/Library/CloudStorage/OneDrive-Personal/UU/uu-vault/Zotero-library/PDFs/Grace","grace_2012_GuidelinesGraphtheoreticImplementation.pdf",44
"/Users/Haqiq001/Library/CloudStorage/OneDrive-Personal/UU/uu-vault/Zotero-library/PDFs/Graffelman","graffelman_2023_ImprovedApproximationVisualization.pdf",12
"/Users/Haqiq001/Library/CloudStorage/OneDrive-Personal/UU/uu-vault/Zotero-library/PDFs/Granger","granger_1976_TimeSeriesModelling.pdf",12
"/Users/Haqiq001/Library/CloudStorage/OneDrive-Personal/UU/uu-vault/Zotero-library/PDFs/Granger","granger_1979_NearerNormalityEconometricModels.pdf",5
"/Users/Haqiq001/Library/CloudStorage/OneDrive-Personal/UU/uu-vault/Zotero-library/PDFs/Grant","grant_2019_DataVisualizationCharts.pdf",249
"/Users/Haqiq001/Library/CloudStorage/OneDrive-Personal/UU/uu-vault/Zotero-library/PDFs/Graziadei","graziadei_2022_BayesianGeneralizationsIntegervalued.pdf",24
"/Users/Haqiq001/Library/CloudStorage/OneDrive-Personal/UU/uu-vault/Zotero-library/PDFs/Greene","greene_2020_DynamicNetworkAnalysis.pdf",12
"/Users/Haqiq001/Library/CloudStorage/OneDrive-Personal/UU/uu-vault/Zotero-library/PDFs/Greenland","greenland_2016_SparseDataBias.pdf",6
"/Users/Haqiq001/Library/CloudStorage/OneDrive-Personal/UU/uu-vault/Zotero-library/PDFs/Greenland","greenland_2016_StatisticalTestsValues.pdf",14
"/Users/Haqiq001/Library/CloudStorage/OneDrive-Personal/UU/uu-vault/Zotero-library/PDFs/Grether","grether_1982_TimeSeriesModel.pdf",17
"/Users/Haqiq001/Library/CloudStorage/OneDrive-Personal/UU/uu-vault/Zotero-library/PDFs/Grether","grether_1982_TimeSeriesModela.pdf",17
"/Users/Haqiq001/Library/CloudStorage/OneDrive-Personal/UU/uu-vault/Zotero-library/PDFs/Grice","grice_2015_SimpleTransparentAlternative.pdf",13
"/Users/Haqiq001/Library/CloudStorage/OneDrive-Personal/UU/uu-vault/Zotero-library/PDFs/Grice","grice_2020_PersonsEffectSizes.pdf",13
"/Users/Haqiq001/Library/CloudStorage/OneDrive-Personal/UU/uu-vault/Zotero-library/PDFs/Grice","grice_2020_PersonsEffectSizesa.pdf",13
"/Users/Haqiq001/Library/CloudStorage/OneDrive-Personal/UU/uu-vault/Zotero-library/PDFs/Groen","groen_2019_CapturingRiskPersisting.pdf",9
"/Users/Haqiq001/Library/CloudStorage/OneDrive-Personal/UU/uu-vault/Zotero-library/PDFs/Groot","groot_2010_PatientsCanDiagnose.pdf",12
"/Users/Haqiq001/Library/CloudStorage/OneDrive-Personal/UU/uu-vault/Zotero-library/PDFs/Grosz","grosz_2023_FactorStructureBig.pdf",51
"/Users/Haqiq001/Library/CloudStorage/OneDrive-Personal/UU/uu-vault/Zotero-library/PDFs/Grosz","grosz_2024_NaturalExperimentsMissed.pdf",15
"/Users/Haqiq001/Library/CloudStorage/OneDrive-Personal/UU/uu-vault/Zotero-library/PDFs/Groth-Marnat","groth-marnat_2016_HandbookPsychologicalAssessment.pdf",926
"/Users/Haqiq001/Library/CloudStorage/OneDrive-Personal/UU/uu-vault/Zotero-library/PDFs/Grove","grove_1991_ThinkingClearlyPsychology.pdf",475
"/Users/Haqiq001/Library/CloudStorage/OneDrive-Personal/UU/uu-vault/Zotero-library/PDFs/Grunwald","grunwald_1995_UnifiedViewLinear.pdf",26
"/Users/Haqiq001/Library/CloudStorage/OneDrive-Personal/UU/uu-vault/Zotero-library/PDFs/Grunwald","grunwald_1998_SmoothingNonGaussianTime.pdf",21
"/Users/Haqiq001/Library/CloudStorage/OneDrive-Personal/UU/uu-vault/Zotero-library/PDFs/Grunwald","grunwald_2000_NonGaussianConditionalLinear.pdf",17
"/Users/Haqiq001/Library/CloudStorage/OneDrive-Personal/UU/uu-vault/Zotero-library/PDFs/Gruver","gruver_2023_LargeLanguageModels.pdf",29
"/Users/Haqiq001/Library/CloudStorage/OneDrive-Personal/UU/uu-vault/Zotero-library/PDFs/Guo","guo_2004_MultilevelMixtureKalman.pdf",12
"/Users/Haqiq001/Library/CloudStorage/OneDrive-Personal/UU/uu-vault/Zotero-library/PDFs/Gupta","gupta_2022_VisualizingProbabilityDistributions.pdf",13
"/Users/Haqiq001/Library/CloudStorage/OneDrive-Personal/UU/uu-vault/Zotero-library/PDFs/Gustavsson","gustavsson_2011_CostDisordersBrain.pdf",62
"/Users/Haqiq001/Library/CloudStorage/OneDrive-Personal/UU/uu-vault/Zotero-library/PDFs/Guyatt","guyatt_1988_MeasuringHealthStatus.pdf",5
"/Users/Haqiq001/Library/CloudStorage/OneDrive-Personal/UU/uu-vault/Zotero-library/PDFs/Hagiwara","hagiwara_2021_TimeSeriesAnalysis.pdf",350
"/Users/Haqiq001/Library/CloudStorage/OneDrive-Personal/UU/uu-vault/Zotero-library/PDFs/Haig","haig_2018_MethodMattersPsychology.pdf",225
"/Users/Haqiq001/Library/CloudStorage/OneDrive-Personal/UU/uu-vault/Zotero-library/PDFs/Hald","hald_2005_HistoryProbabilityStatistics.pdf",604
"/Users/Haqiq001/Library/CloudStorage/OneDrive-Personal/UU/uu-vault/Zotero-library/PDFs/Haldipur","haldipur_2019_ThomasSzaszAppraisal.pdf",325
"/Users/Haqiq001/Library/CloudStorage/OneDrive-Personal/UU/uu-vault/Zotero-library/PDFs/Hallquist","hallquist_2018_MplusAutomationPackageFacilitating.pdf",18
"/Users/Haqiq001/Library/CloudStorage/OneDrive-Personal/UU/uu-vault/Zotero-library/PDFs/Haltom","haltom_2020_EffectsSexRace.pdf",14
"/Users/Haqiq001/Library/CloudStorage/OneDrive-Personal/UU/uu-vault/Zotero-library/PDFs/Hamaker","hamaker_2007_CommentaryHowInspect.pdf",4
"/Users/Haqiq001/Library/CloudStorage/OneDrive-Personal/UU/uu-vault/Zotero-library/PDFs/Hamaker","hamaker_2009_IdiographicDataAnalysis.pdf",26
"/Users/Haqiq001/Library/CloudStorage/OneDrive-Personal/UU/uu-vault/Zotero-library/PDFs/Hamaker","hamaker_2012_WhyResearchersShould.pdf",19
"/Users/Haqiq001/Library/CloudStorage/OneDrive-Personal/UU/uu-vault/Zotero-library/PDFs/Hamaker","hamaker_2015_CenterNotCenter.pdf",15
